Count	Fit_Output	�..Protocol.Name	Sample.ID	Sample.Data.Type	AC50..uM.	CC.v2	Efficacy	Max.Resp	Structure	Activity.Rank	Metabolic.Stability..m.	Permeability..1e.6.cm.sec.	Solubility..ug.ml.	Drug.Name	Assay.Plate.ID	Supplier.ID	Supplier	Library	Log.AC50..M.	Row.Index	Ligand.Efficiency	Col.Index	Sample.Name	Alias	CC.v1	Tox.Flag	Target.ID	Fragments	Smiles.Can	Smiles.Unique	LEC	BEI	SEI	Data.Range	Inf.Activity	Hill.Coef	PValue	R2	AC50_2..uM.	Ncgc.Unique.ID	Log.AC50.2	Hill.Coef.2	Fraction	Sample.ID2	Tox21.ID	Zero.Activity	User.Flag	Max.Read1	Ic50	Max.Data	Min.Data	AUC	AUC.Fit	Cmpd.Plate.ID	Comment	Log.AC50.	Log.AC50..1	Inf.Activity.	Inf.Activity..1	Custom.1	Custom.2	NCGC.Unique.ID	Mapping.ID	Drug.ID	Assay.Name	Hash.Key.24.	MLSMR.Compound.Class	Primary.MOA	Origin	Solvent	Salt.Code	Purity	Purity.Rating	MW	PubChem.SID	CAS.	Gene.Symbol	Gene.ID	Tanimoto	Layer.Index	Curve.Class3	Data.Points	Ins.Date	Mask.No	Sar	Log.Dye.Conc	Report.Flag	Assay.Protocol.ID	Mask.Flags	Sample.Replicate	Plate.Replicate	Measure.Time	Replicate.IDs	Data.Mode	Assay.Outcome	Phenotype	Activity.Score	Confirmation.Flag	Control.Flag	Conc.ID	Experiment.Set	Team	Scientist	Data0	Data1	Data2	Data3	Data4	Data5	Data6	Data7	Data8	Data9	Data10	Data11	Data12	Data13	Data14	Data15	Data16	Data17	Data18	Data19	Data20	Data21	Data22	Data23	Data24	Lychi.L3	Lychi.L4	Sample.Data.ID
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00183831-01	Nluc100	20.59616769	2.1	136.3982436	140.4176071	O=C1O[C@H]2[C@@H](OC(C)=O)C(=O)O[C@H]2[C@@H]1OC(C)=O					"Aceglatone;aceglatone monosodium salt;CIPLUS_211093;2,5-di-o-acetyl-d-glucaro-1,4:6,3-dilactone;aceglatonum;Aceglatona;ACEGLATONE;LS-71328;glucaron;aceglatone;2,5-di-O-acetyl glucaro-(1,4)-(6-3)-dilactone;Glucaron;Aceglatonum;Glucaric acid, 1,4:6,3-dilactone, diacetate, D-;diacetyl glucaro-(1,4)-(6-3)-dilactone;"		PH-NIH-183676	Pharmaron	2016_NPACT_04	-4.686213581	17	0.357359048	10	Aceglatone		2.1				CC(=O)O[C@H]1[C@@H]2OC(=O)[C@H](OC(C)=O)[C@@H]2OC1=O	CC(=O)O[C@H]1[C@@H]2OC(=O)[C@H](OC(C)=O)[C@@H]2OC1=O		18.14381505	4.450345281	130.2906413	153.336027	2.786771214	0.003619695	0.974384839		1869417					Tox21_113332	16.93778337			15.9	140.4176071	10.12696581	136.805196	136.3404878									NM1KVA2C7B8S	ZOZKYEHVNDEUCO	7464216;	Alpha-1 antitrypsin	IslnFmsNSsZyuAiGAk							A	258.2	144206883	642-83-1				0		7	57:59.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173742954	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	15.64658557	17.03055349	10.12696581	32.46417491	10.38074706	30.08952757	140.4176071																			NMZK3CSVKD1	NM1KVA2C7B8S	225955234
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00262376-01	Nluc100	1.835635378	-2.2	-71.13512329	-48.12311372	C1C[C@H](CN1)NC2=CC=CC(=N2)C3=CN=C4C=CC(=C[N]34)C5=C[NH]N=C5		5.7	<1.5	40.13768			JKJ21-005	NCGCChem	2016_NPACT_04	-5.736213581	31	0.302835773	42	NCGC00262376		-2.2							16.60259137	6.547441594	53.16398774	-60.63512329	0.4	0.000223719	0.993833436		2827474						10.5			88	5.04087402	-48.12311372	-68.1217762	-67.96935814									AGFKBRX6633B	YERJPPBISXRGBC		Alpha-1 antitrypsin	BJbXMbdqgGiWuzkwiy		Flt3/IRAK Inhibitor			TFA			345.4011	174006421	n	FLT3	2322		0		7	57:58.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173745992	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	5.04087402	3.08903752	-5.0263752	-14.51157423	-25.94685824	-34.45831765	-48.12311372																			AGQ4GSUYAQF	AGFKBRX6633B	225954558
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00351479-01	Nluc100	16.36011753	-2.2	-47.47250142	-22.99284073	[O-][S+](=O)(N[C@H](CC1=CC=CC(=C1)C(F)(F)F)C(=O)N2CCCC2)C3=CC4=C(CNCC4)C(=C3)F							(R)-PFI-2	SGC	2016_NPACT_04	-4.786213581	26		9	(R)-PFI-2		4								5.657462861	42.51740726	-31.8431496	1.287561	0.010488298	0.955056125								15.62935182				19.52456653	-22.99284073	45.51847612	46.08481817									ZAA1YP2LHJG4	ZIXUTXPZCOOMCZ		Alpha-1 antitrypsin	vtFCKBJILZERQVulpy		Potent and selective SETD7 Inhibitor. Inhibits YAP nuclear translocation and function following activation of the Hippo signaling pathway in MCF7 cells.						499.522	363677753		SETD7	80854		0		7	57:59.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173744809	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	18.90432108	19.52456653	13.35137539	10.75313917	10.72168134	1.28174736	-22.99284073																			ZANMJ42GLJA	ZAA1YP2LHJG4	225955134
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00183856-01	Nluc100	9.19997017	-2.2	-55.51174146	-46.85204998	O=C(Oc1ccccc1)CCCCCCCCC#CI					"Phenyliodoundecynoate;PHENYLIODOUNDECYNOATE;CIPLUS_3885239;CIPLUS_3845000;10-UNDECYNOIC ACID, 11-IODO-, PHENYL ESTER;11-IODOUNDECYNOIC ACID PHENYL ESTER;002020259;"		PH-NIH-102558	Pharmaron	2016_NPACT_04	-5.036213581	29	0.345644264	30	Phenyl 11-iodo-10-undecynoate		-2.2				IC#CCCCCCCCCC(=O)Oc1ccccc1	IC#CCCCCCCCCC(=O)Oc1ccccc1		13.10313174	19.07656659	57.10718518	-50.51174146	1.625897691	0.001657323	0.982911455		1974053					Tox21_113254	5			154	10.2551352	-46.85204998	-18.29856941	-18.72612436									JLZ98KLSPXBD	YXYXRFVXKCHITA	7350294;	Alpha-1 antitrypsin	RUQYnuEoFIMKelgnCX							A	384.3	144206805	2020-25-9				0		7	57:58.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173745446	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	10.2551352	3.92249386	2.19211713	2.3557472	1.39547264	-22.25063253	-46.85204998																			JL8W2XZWPHZ	JLZ98KLSPXBD	225954655
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00031503-02	Nluc100	18.35635378	2.2	46.45351764	41.01967429	OC1=CC=C(CNC2=CC=CC=C2F)C3=CC=CN=C13		3.69553	34.03	4.39729			BTM05-061-D3	NCGCChem	2016_NPACT_04	-4.736213581	9	0.325054732	38			2.2							17.64704806	10.46677034	41.82759889	49.30124823	1.66043581	0.010248195	0.955614846		2199058						2.847730591				41.01967429	-0.8079246	38.36485579	36.67390454									65BW7PYYF6W1	IBWIAHQQJVGIDZ		Alpha-1 antitrypsin	emjeNXjrPwntNixDkR					TFA			268.3	85736322					0		7	57:59.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173741582	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	-0.8079246	2.70271287	5.06602005	8.82788539	2.84854582	13.79812225	41.01967429																			65DCC2NVK2B	65BW7PYYF6W1	225954921
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00263271-01	Nluc100	16.36011753	-2.1	-102.5150892	-84.99867252	COC1=CC=CC(=C1/C2=N/CC3=C(N=C(NC4=CC(=C(C=C4)C(O)=O)OC)N=C3)C5=CC=C(Cl)C=C25)F							S1133	Selleck	2016_NPACT_04	-4.786213581	21	0.177560173	48	Alisertib	MLN8237 (Alisertib);MLN-8237??; Alisertib;Alisertib	-3							9.221565054	4.396668731	103.3364444	-90.63139814	2.720221214	0.004672329	0.970726572		2835337						11.8836911			17.7	18.33777187	-84.99867252	5.323629526	5.97976875									7UQ99754HQWF	ZLHFILGSQDJULK		Alpha-1 antitrypsin	ezXtJULCrEWHWSTUWy		Aurora-A Inhibitor						518.924	137276087	1028486-01-2	AURKA	6790		0		7	57:58.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173744004	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	15.68652915	9.03567116	-0.58483629	18.33777187	15.43864058	-6.17608217	-84.99867252																			7UPATKZU5MQ	7UQ99754HQWF	225954726
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00351472-01	Nluc100	20.59616769	2.2	87.43568554	70.08812645	COC1=CC=C(CCC2=NC3=C(C=CC(=C3)C4=C(C)ON=C4C)[N]2CC(C)N5CCOCC5)C=C1Cl							SGC CBP30	SGC	2016_NPACT_04	-4.686213581	18		39	SGC-CBP30		2.2								7.138177579	72.18943132	91.69517657	1.34431	0.00660197	0.964879712								4.259491024			23.6	70.08812645	-2.10130487	66.50329711	63.24202529									4PFB5VYPJTH8	GEPYBHCJBORHCE		Alpha-1 antitrypsin	ZgRHMpMqOmtnQCpLtY		Histone acetyltransferase p300 Inhibitor						509.04	363677746					0		7	57:59.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173743346	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	-2.10130487	5.5028664	12.53857377	8.07168626	8.06541176	24.81972236	70.08812645																			4PPHUJ8G9TF	4PFB5VYPJTH8	225955166
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00346743-01	Nluc100	2.310928024	2.1	245.4631045	184.3415424	CCN(CC)CC1=CC2=C(C=C1)C=C(COC(=O)NC3=CC=C(C=C3)C(=O)NO)C=C2							S2170	Selleck	2016_NPACT_01	-5.636213581	12	0.249563437	46	Givinostat hydrochloride	ITF2357 (Givinostat)	2.1							13.36898002	6.113029914	178.7351284	231.1642942	0.4	0.005172658	0.969116556		2912000						-14.29881028			0.0925	184.3415424	5.60641397	316.6074683	319.536153									LXP6Q5RN575Q	YALNUENQHAQXEA		Alpha-1 antitrypsin	nwNLRYdfPAKYFrKgcI		HDAC Inhibitor						421.4889	174006370		HDAC1	3065		0		7	58:08.0	0				105634	0 0 0 0 0 0 0	1	1	57:44.0								173749730	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	6.04120667	5.60641397	35.05805859	68.21494159	115.4254439	120.0347743	184.3415424																			LXWRU5SL8LP	LXP6Q5RN575Q	225956211
	1	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00183830-01	Active	10.32253631	2.1	137.6769743	127.5580623	O=C(OC)C1=C(C)NC(COC(N)=O)=C(C1c2cccc(Cl)c2Cl)C(=O)OC(C)C					"CIPLUS_208006;NPK 1886;isopropyl methyl 2-carbamoyloxymethyl-6-methyl-4-(2,3-dichlorophenyl)-1,4-dihydropyridine-3,5-dicarboxylate;lemildipine;Lemidipine;Lemildipine;LS-131203;LEMILDIPINE;NB-818;NPK-1886;CIPLUS_701996;NB 818;lemildipinum;"		PH-NIH-152804	Pharmaron	2016_NPACT_04	-4.986213581	25	0.228141783	34	Lemildipine		2.1				COC(=O)C1=C(C)NC(COC(N)=O)=C(C1c1cccc(Cl)c1Cl)C(=O)OC(C)C	COC(=O)C1=C(C)NC(COC(N)=O)=C(C1c1cccc(Cl)c1Cl)C(=O)OC(C)C		10.90111495	4.259900539	126.7976064	144.6508427	1.21	0.00037845	0.991951888		2235264					Tox21_113289	6.97386835			6.09	127.5580623	0.76045596	134.5473282	135.7435333									83ZCAAC1W8DX	WTOVRSWDBLIFHU	7271630;	Alpha-1 antitrypsin	hLAnWaZkFEUOlGaqny		Voltage-gated calcium channel Blocker					A	457.3	144206840	94739-29-4				0		7	57:58.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173744690	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	0.76045596	12.27558473	3.21917385	10.53135288	25.84519873	69.47682053	127.5580623																			831TGA315BZ	83ZCAAC1W8DX	225954562
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00351570-01	Nluc100	25.9290389	2.2	80.69019626	76.10584809	COC(=O)C1=CC=NC(=C1)C2=CC(=CC=N2)C(=O)NC3=CC=C(C=C3)C4(N)CC4		>30	1290.94849	12.75544			GRB037-064_pk2	NCGCChem	2016_NPACT_04	-4.586213581	2		15			2.2								4.274197186	65.04119673	100.1943159	1.478741	0.031980003	0.916677517								19.50411967			25.9	76.10584809	11.06465136	130.8291375	124.6798014									F52NNR36ZGSW	ZNZRKTDISKQXSK		Alpha-1 antitrypsin	LfeWjDhCyQZhPbUgSv					TFA			388.4192	363677762					0		7	57:58.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173740119	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	24.5482198	16.41868634	27.61205966	11.06465136	28.23488248	33.15772201	76.10584809																			F5GK4LVJSC2	F52NNR36ZGSW	225954378
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00351777-01	Nluc100	0.65130801	2.3	85.1404218	80.73714286	FC(F)(F)C1=CC(=CC(=C1)C2=N[N](\C=C/C3=NN=CO3)C=N2)C(F)(F)F							500505	CalBioChem	2016_NPACT_04	-6.186213581	10		13	KPT-251		2.1								8.871667261	138.628744	80.3192	1	0.157783003	0.969268925								-4.821221793			1.07	133.4383536	-5.19039039	133.4246064	138.4116715									YKQTMAS6571S	LDFXTRYMMZGKIC		Alpha-1 antitrypsin	oCAlWrtpONbLNYuGpQ		Exportin-1 Inhibitor						375.2287	363677784					0		7	57:59.0	1				105634	0 0 0 0 0 1 0	1	1	31:27.0								173741687	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	1.8162319	-5.19039039	-4.61189967	33.40469901	53.54693182	133.4383536	80.73714286																			YKLC4SH9Z8Q	YKQTMAS6571S	225955161
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00351481-01	Nluc100	0.050208911	1.1	124.2302132	146.7873208	ONC(=O)C1=CN=C(N=C1)N2CCN(CC2)[S+]([O-])(=O)C3=CC4=CC=CC=C4C=C3							ARKA-0749	Arking Pharma	2016_NPACT_04	-7.299219198	6		41	R306465		1.1								5.991806927	136.4666117	136.5122083	1.4641	0.008957755	0.958674842								12.28199505			0.0345	146.7873208	10.32070909	428.6612573	429.9149756									NNBBTU7QQBHP	ZNIYYVQBXOBTJT		Alpha-1 antitrypsin	WqQWMIoGczTRTLDSvl								413.45	363677755	604769-01-9				0		7	57:58.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173741001	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	10.32070909	22.92367071	55.5276528	135.4743356	114.0436051	133.5799166	146.7873208																			NNJSA4QDWJB	NNBBTU7QQBHP	225954852
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00263020-01	Nluc100	8.199482045	-2.1	-115.0724326	-83.39081952	CC(C)[N]1C=C(C2=CC=NC(=N2)NC3=C(C)C=CC(=C3)C(N)=O)C4=C1C=NC=C4		>30	876.52795	45.23354			JKJ22-049	NCGCChem	2016_NPACT_04	-5.086213581	2	0.240741967	11	NCGC00263020	NCGC00263020-01	-2.1							13.15798093	5.146947562	95.80990776	-105.0724326	0.6	0.005049532	0.969508696		2836232						10			6.98	12.41908824	-83.39081952	-66.34356396	-68.54413127									AVN6SGPG1FA5	TZZISDZOBASIEO		Alpha-1 antitrypsin	UKkKjKDoDxwaSFVKyj		NFkappaB-inducing kinase Inhibitor						386.4497	137275924	1221153-14-5	NFKB1	4790		0		7	57:59.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173740105	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	12.41908824	6.98883072	4.12218041	-9.1830256	-26.17092464	-39.29965692	-83.39081952																			AV39G41XYLN	AVN6SGPG1FA5	225955128
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00016094-12	Nluc100	5.804788748	-1.2	-75.50406443	-57.46195854	COC[C@H]1OC(=O)C2=COC3=C2[C@@]1(C)\C4=C(C5CCC(=O)[C@@]5(C)C[C@H]4OC(C)=O)/C3=O							S2758	Selleck	2016_NPACT_01	-5.236213581	12	0.231852012	6	17_-hydroxy Wortmannin	17_-hydroxy Wortmannin;Wortmannin	-1.2							12.21895868	4.794628313	85.49714181	-58.45435025	4.954917313	0.020824059	0.934568057		2532859						17.04971418			8.31	28.03518327	-57.46195854	0.979272702	2.923363267									L6DW933NWFX4	QDLHCMPXEPAAMD		Alpha-1 antitrypsin	XnrCQtCvOzAKouVmip		PI3K Inhibitor						428.4319	363676476	58053-83-1	PIK3CA	5290		0		7	58:08.0	0				105634	0 0 0 0 0 0 0	1	1	57:44.0								173749450	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	5.47356723	4.21208196	22.20372265	25.31070219	28.03518327	-53.11635447	-57.46195854																			L6Y9PQMQLND	L6DW933NWFX4	225956190
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00183019-01	Nluc100	11.58207624	-2.2	-33.79001604	-16.9083467	[Na+].CC(C)c1cccc2c(cc(c2c1)S([O-])(=O)=O)CC					azuletil;Egualenum;EGUALEN;Egualen;Sodium 3-ethyl-7-isopropyl-1-azulenesulfonate;KT1 32;CIPLUS_207899;LS-23578;Egualene;LS-178407;CIPLUS_670524;azuletil sodium;3-ethyl-7-(1-methylethyl)-1-azulenesulfonate;egualenum;egualene;Egualeno;KT1-32;		PH-NIH-134088	Pharmaron	2016_NPACT_04	-4.936213581	25	0.35661167	22	Egualen sodium		4				[Na+].CCc1cc(c2cc(cccc12)C(C)C)S([O-])(=O)=O	[Na+].CCc1cc(c2cc(cccc12)C(C)C)S([O-])(=O)=O		17.7907856	7.515550519	33.72244759	-20.29001604	1.34431	0.020102093	0.935905007		2251633					Tox21_113264	13.5				16.81410089	-16.9083467	39.47716186	40.07811942									UKGD3PNUU9Z5	NARQSHREEUXZBT		Alpha-1 antitrypsin	SevAGLbIBRPupuodsF		thromboxane A2 signaling pathway Antagonist					ND	300.348	144206815	97683-31-3				0		7	57:58.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173744606	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	14.20209426	14.99522289	16.81410089	6.86624379	11.29254893	-0.82667539	-16.9083467																			48RK1LF6PXA	48ACVRR2RH88	225954643
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00247751-02	Nluc100	2.909286014	1.2	54.85779487	49.74085532	OC(=O)C1=CC=C(O)C2=NC=C(C=C12)N3CCCN(CC3)CCC4=C5C=CC=CC5=CC=C4		>30	973.87347	21.3955			GRB036-080	NCGCChem	2016_NPACT_04	-5.536213581	14		7			1.2								7.189887767	71.53186611	57.53511115	4.954917313	0.022384585	0.931884745								2.677316284			4.26	65.42962968	-6.10223643	76.8401991	75.52222392									BHHLACFKYWU3	FNBWHWMNQCOYDE		Alpha-1 antitrypsin	SHKhyRiATOAVcFDWbH					TFA			441.5216	363677164					0		7	57:58.0	0				105634	0 0 0 0 0 0 0	1	1	31:27.0								173742450	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	-6.10223643	5.46421285	-0.21491922	11.9109937	7.07314934	65.42962968	49.74085532																			BHFZ3UC23VH	BHHLACFKYWU3	225954441
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00370767-01	Nluc100	14.58097009	-2.1	-110.718937	-86.5037743	FC(F)(F)C1=CC=CC(=C1)C2=NC3=CC(=CC=C3C(=C2CN4CCC(CC4)N5CCCCC5)C(=O)NC6(CC6)C7=CC=CC=C7)Br							5106	Tocris	2016_NPACT_01	-4.836213581	7		17	GSK 2193874		5								9.957203172	125.716507	-90.60429593	2.720221214	0.026156563	0.925651545								20.11464111			15.7	39.21273265	-86.5037743	35.46380371	36.13148886									TNH23X4DBGUG	UIVOZBSCHXCGPS		Alpha-1 antitrypsin	AiAvkXfrTTgajlyULp		Transient receptor potential cation channel subfamily V member 4 Blocker						691.623	363677842	5106	TRPV4	59341		0		7	58:08.0	0				105634	0 0 0 0 0 0 0	1	1	57:44.0								173747987	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	12.50746517	15.40472894	4.62618625	27.52022772	39.21273265	-3.03983541	-86.5037743																			TNNT8SNZFDH	TNH23X4DBGUG	225956600
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00370816-01	Nluc100	5.804788748	-1.2	-41.26194704	-19.51012966	O=C(NCCCN1CCOCC1)C2=C3N=C(C=C([N]3N=C2)C4=CC=CC=C4)C5=CC=CC=C5							3722	Tocris	2016_NPACT_01	-5.236213581	1		24	Reversan		4								7.286687421	46.71368986	-19.41215559	2.588428377	0.012632904	0.950289151								21.84979145				27.2035602	-19.51012966	63.39412228	63.27670614									P25A1T79PUGM	JTRXWCLQFAZHGP		Alpha-1 antitrypsin	qJaeQNbjBwniBrFBRj		P-glycoprotein 1 Inhibitor						441.5249	363677867	3722				0		7	58:08.0	0				105634	0 0 0 0 0 0 0	1	1	57:44.0								173746188	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	16.31037422	26.91955202	17.97835414	27.2035602	19.77812846	-9.54064404	-19.51012966																			P27HUB2JD55	P25A1T79PUGM	225956567
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00370822-01	Nluc100	23.10928024	2.2	96.38563403	78.94616942	CC(F)(F)CN1CCOC2=C([N](N=C2C1=O)C3=CC=CC=C3Cl)C4=CC=C(Cl)C=C4							3676	Tocris	2016_NPACT_01	-4.636213581	5		24	PF 514273		2.2								9.768675897	76.23771055	103.761863	1.331	0.00554657	0.967966739								7.376228945			21.9	78.94616942	2.70845887	84.26182625	79.05481518									U9R5L1GR7SN6	FJMQJSUOOGOWBD		Alpha-1 antitrypsin	uDpbzcJTHCuLGSRywr		Cannabinoid CB1 receptor Antagonist						452.281	363677870	3676				0		7	58:08.0	0				105634	0 0 0 0 0 0 0	1	1	57:44.0								173747420	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	8.68787722	4.72162732	2.70845887	13.99343357	17.97172798	27.51305987	78.94616942																			U9ATYK6NNTR	U9R5L1GR7SN6	225956418
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00370847-01	Nluc100	16.36011753	-2.2	-71.53759135	-42.24071492	CN(C)C1=NC(=NC2=CC=CC=C12)N[C@@H]3CC[C@@H](CC3)NC(=O)C4=CC(=C(F)C=C4)F							3346	Tocris	2016_NPACT_01	-4.786213581	12		29	ATC 0175 hydrochloride		-3								6.813115418	59.24366721	-56.61322463	1.221561	0.000715555	0.988880439								14.92436672			85.7	17.00295229	-42.24071492	27.95022775	28.26274926									ZP1BNGDSLPFK	FAIMGWSOSCFGRU		Alpha-1 antitrypsin	wNODrXVpLxrYiwviel		Serotonin 1a (5-HT1a) receptor Partial Agonist			HCL			425.4743	363677883	3346				0		7	58:08.0	0				105634	0 0 0 0 0 0 0	1	1	57:44.0								173749611	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	13.66576687	14.13819737	15.79356291	17.00295229	6.7607521	-6.46439259	-42.24071492																			ZPR4K8F31Q1	ZP14YG7CMJ64	225956610
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00370868-01	Nluc100	11.58207624	2.2	33.95910629	38.28789588	CCCCCOC1=CC2=C(C=C1C3=C(O)C=CC(=C3)\C=C\C(O)=O)C(C)(C)CCC2(C)C							3303	Tocris	2016_NPACT_01	-4.936213581	28		20	UVI 3003		2.2								7.382909932	30.61857627	43.45910629	1.21	0.007062757	0.963638911								9.5				38.28789588	7.66931961	68.20455073	68.62064383									WDYK5ZC7YX2N	APJSHECCIRQQDV		Alpha-1 antitrypsin	vqaBerCbAYuHXNBNHl		Retinoid X receptor beta Antagonist						436.583	363677897	3303				0		7	58:08.0	0				105634	0 0 0 0 0 0 0	1	1	57:44.0								173754476	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	7.96549791	7.66931961	13.94772018	8.94518698	13.31868644	23.26765866	38.28789588																			WD2PKQHZT5Y	WDYU5RX2F747	225956439
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00370891-01	Nluc100	14.58097009	-2.1	-95.22100933	-80.84924949	COC1=C(OC)C=C2C(=NC(=NC2=C1)N3CCC(CC3)N4CCCCC4)NC5CCCCCC5							3581	Tocris	2016_NPACT_01	-4.836213581	24		36	C 021 dihydrochloride		-2.1								7.694850566	93.70666939	-87.72100933	2.252647877	0.00131848	0.984801459								7.5			16.5	12.8574199	-80.84924949	-17.02911425	-16.97417987									HU2XWA48J5MB	WYVBISCFCHREDA		Alpha-1 antitrypsin	QnicUrigqklyWNKjnf		C-C chemokine receptor type 4 Inhibitor			HCL			467.6467	363677913	3581				0		7	58:08.0	0				105634	0 0 0 0 0 0 0	1	1	57:44.0								173753356	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	6.37227404	-0.19512441	10.73558923	12.8574199	6.06836278	-16.78371581	-80.84924949																			HUVVHJXFZG2	HU2XWA48J5MB	225955988
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00370941-01	Nluc100	10.32253631	-2.2	-83.39543877	-68.48121924	CC(C)(C)C1=CC=C(C=C1)C2=NC3=C([NH]2)C(=CC=C3)N4CCN(CC4)CC5=CC=C6N=CC=NC6=C5							3890	Tocris	2016_NPACT_01	-4.986213581	23		13	WAY 207024 dihydrochloride		-2.2								8.168764058	87.17975686	-73.89543877	1.88511806	0.008188626	0.960615271								9.5			15.3	18.69853762	-68.48121924	-14.39558692	-14.00285245									73CNWQ28J2JF	AVEVJMZJJJDOCI		Alpha-1 antitrypsin	XMbSXoHPRzZQDeICsn		Neurokinin 2 receptor Modulator			HCL			476.6153	363677947	3890				0		7	58:07.0	0				105634	0 0 0 0 0 0 0	1	1	57:44.0								173752887	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	7.74434453	2.66157013	5.06843453	10.11895249	18.69853762	-28.49552308	-68.48121924																			738R4QFHM8C	73CNWQ28J2JF	225955317
	0	alpha1-atz-U2OS-UZ11B-NPACT	NCGC00370970-01	Nluc100	20.59616769	-2.1	-119.0430506	-81.01379016	CCOC(=O)C1=C([N](N=C1)C2=CC=C(NC(=O)C(Cl)=C(Cl)Cl)C=C2)C(F)(F)F							3751	Tocris	2016_NPACT_01	-4.686213581	14		28	Pyr3		-3								6.391453329	98.84334948	-105.1008831	1.692447691	0.000227817	0.993774851								13.94216747			19.4	17.82955932	-81.01379016	9.604655343	10.56624967									PNJXCDN84B1H	RZHGONNSASQOAY		Alpha-1 antitrypsin	YPvBaytOJtycCaHoma		Potassium channel subfamily K member 2 Inhibitor						456.631	363677966	3751		3776		0		7	58:08.0	0				105634	0 0 0 0 0 0 0	1	1	57:44.0								173750220	alpha1-atz-U2OS-UZ11B-NPACT	ADST	BRAISTEDJC	13.04085635	16.22966431	17.82955932	10.29926849	8.41738958	-9.71906636	-81.01379016																			PN5M81RAG4J	PNJXCDN84B1H	225956429
